6948	31109	1	0	毛泽东思想和中国特色社会主义理论体系概论	2015-09-15	2016-01-01	7	6	7
6896	31111	1	0	大学物理B(1)	2015-09-15	2016-01-01	7	8	9
6896	31113	1	0	天文学导论	2015-09-15	2016-01-01	7	8	9
6826	31201	1	0	微积分B(2)	2015-09-15	2016-01-01	7	3	4
6793	31202	1	0	电动力学	2015-09-15	2016-01-01	7	3	4
6784	31203	1	0	线性代数(2)	2015-09-15	2016-01-01	7	8	9
6777	31204	1	0	概率论与数理统计	2015-09-15	2016-01-01	7	6	7
6765	31205	1	0	CIM系统导论	2015-09-15	2016-01-01	7	8	9
6765	31206	1	0	计算机与网络体系结构（2）	2015-09-15	2016-01-01	7	6	7
6757	31207	1	0	电子学与通信学科前沿	2015-09-15	2016-01-01	7	10	11
6748	31209	1	0	微积分A(2)	2015-09-15	2016-01-01	7	3	4
6734	31208	1	0	高电压工程	2015-09-15	2016-01-01	7	1	2
6715	31211	1	0	化工系统工程基础	2015-09-15	2016-01-01	7	8	9
6714	31213	1	0	电工与电子技术	2015-09-15	2016-01-01	7	3	4
6711	31300	1	0	网页设计与制作	2015-09-15	2016-01-01	7	6	7
6675	31301	1	0	计算机原理与应用	2015-09-15	2016-01-01	7	3	4
6634	31302	1	0	概率论与数理统计	2015-09-15	2016-01-01	7	10	11
6593	31303	1	0	结构力学(1)(中文)	2015-09-15	2016-01-01	7	3	4
6591	31304	1	0	毛泽东思想和中国特色社会主义理论体系概论	2015-09-15	2016-01-01	7	6	7
6571	31305	1	0	机械设计基础A(3)	2015-09-15	2016-01-01	7	8	9
6553	31306	1	0	电子电路实验	2015-09-15	2016-01-01	7	3	4
6550	31307	1	0	科学技术史系列讲座	2015-09-15	2016-01-01	7	6	7
6540	31308	1	0	中国经济专题	2015-09-15	2016-01-01	7	8	9
6529	31309	1	0	数学实验	2015-09-15	2016-01-01	7	6	7
6502	31311	1	0	概率论(1)	2015-09-15	2016-01-01	7	10	11
6501	31313	1	0	大学物理B(1)	2015-09-15	2016-01-01	7	10	11
6496	32101	1	0	模式识别	2015-09-15	2016-01-01	7	8	9
6496	32102	1	0	科技英语视听说	2015-09-15	2016-01-01	7	1	2
6490	32301	1	0	中国古代建筑史纲	2015-09-15	2016-01-01	7	6	7
6427	32302	1	0	微积分B(2)	2015-09-15	2016-01-01	7	6	7
6416	33100	1	0	电子技术实验	2015-09-15	2016-01-01	7	1	2
6394	33103	1	0	中国近现代史纲要	2015-09-15	2016-01-01	7	10	11
6393	33104	1	0	形式语言与自动机	2015-09-15	2016-01-01	7	10	11
6387	33106	1	0	软件工程（2）	2015-09-15	2016-01-01	7	10	11
6284	33109	1	0	货币银行学	2015-09-15	2016-01-01	7	6	7
6273	33110	1	0	核能核技术概论及认识实习(2)	2015-09-15	2016-01-01	7	6	7
6245	33111	1	0	微积分B(2)	2015-09-15	2016-01-01	7	3	4
6216	33113	1	0	微积分A(2)	2015-09-15	2016-01-01	7	6	7
6177	33200	1	0	信号与系统	2015-09-15	2016-01-01	7	3	4
6163	33201	1	0	多元微积分	2015-09-15	2016-01-01	7	1	2
6122	33202	1	0	组织行为学	2015-09-15	2016-01-01	7	6	7
6096	33203	1	0	固体物理基础	2015-09-15	2016-01-01	7	1	2
6057	33204	1	0	生产计划与控制	2015-09-15	2016-01-01	7	3	4
6022	33205	1	0	数字逻辑与处理器基础	2015-09-15	2016-01-01	7	10	11
5948	33206	1	0	数学模型	2015-09-15	2016-01-01	7	3	4
5909	33207	1	0	经济学原理	2015-09-15	2016-01-01	7	3	4
5903	33209	1	0	微积分A(2)	2015-09-15	2016-01-01	7	1	2
5892	33210	1	0	复分析	2015-09-15	2016-01-01	7	1	2
5887	33211	1	0	算法与算法复杂性理论	2015-09-15	2016-01-01	7	8	9
5874	33213	1	0	多媒体设计与制作	2015-09-15	2016-01-01	7	10	11
5866	33215	1	0	微积分B(2)	2015-09-15	2016-01-01	7	10	11
5839	33300	1	0	实验室科研探究（3）	2015-09-15	2016-01-01	7	8	9
5809	33301	1	0	材料科学基础(2)	2015-09-15	2016-01-01	7	6	7
5783	33302	1	0	实验设计与数据处理	2015-09-15	2016-01-01	7	10	11
5778	33303	1	0	反应工程基础	2015-09-15	2016-01-01	7	8	9
5778	33310	1	0	线性代数(2)	2015-09-15	2016-01-01	7	3	4
5765	33311	1	0	中国古代小说研究与赏析	2015-09-15	2016-01-01	7	1	2
5757	33313	1	0	数据结构	2015-09-15	2016-01-01	7	10	11
5735	33315	1	0	大学物理B(1)	2015-09-15	2016-01-01	7	3	4
5729	33407	1	0	大学的历史与文化	2015-09-15	2016-01-01	7	10	11
5710	31101	1	0	操作系统	2015-09-16	2016-01-01	7	3	4
5671	31102	1	0	机械设计基础A(3)	2015-09-16	2016-01-01	7	1	2
5652	31103	1	0	建筑施工技术	2015-09-16	2016-01-01	7	10	11
5648	31104	1	0	工程图学	2015-09-16	2016-01-01	7	8	9
5645	31105	1	0	网页设计与制作	2015-09-16	2016-01-01	7	1	2
5620	31106	1	0	基础力学系列实验	2015-09-16	2016-01-01	7	1	2
5530	31107	1	0	专业基础实验（1）	2015-09-16	2016-01-01	7	10	11
5516	31108	1	0	计算机系统软件（2）	2015-09-16	2016-01-01	7	3	4
5485	31109	1	0	外国新闻传播史	2015-09-16	2016-01-01	7	1	2
5473	31111	1	0	计算机程序设计基础	2015-09-16	2016-01-01	7	3	4
5464	31113	1	0	线性代数(2)	2015-09-16	2016-01-01	7	1	2
5455	31201	1	0	实验室科研探究（4）	2015-09-16	2016-01-01	7	6	7
5434	31202	1	0	信号与系统	2015-09-16	2016-01-01	7	10	11
5367	31203	1	0	儒家的修身之道	2015-09-16	2016-01-01	7	1	2
5359	31204	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	10	11
5339	31205	1	0	遗传学（英文）	2015-09-16	2016-01-01	7	1	2
5336	31206	1	0	统计学习理论与应用	2015-09-16	2016-01-01	7	1	2
5326	31207	1	0	结构力学(1)(中文)	2015-09-16	2016-01-01	7	10	11
5320	31209	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	6	7
5292	31208	1	0	电磁场与微波实验	2015-09-16	2016-01-01	7	8	9
5284	31211	1	0	计量经济学（1）	2015-09-16	2016-01-01	7	10	11
5280	31213	1	0	制造工程基础	2015-09-16	2016-01-01	7	3	4
5279	31300	1	0	现代生物学导论实验	2015-09-16	2016-01-01	7	8	9
5198	31301	1	0	计算机硬件技术基础	2015-09-16	2016-01-01	7	10	11
5146	31302	1	0	管理信息系统	2015-09-16	2016-01-01	7	1	2
5138	31303	1	0	艺术欣赏导论	2015-09-16	2016-01-01	7	10	11
5133	31304	1	0	信息管理	2015-09-16	2016-01-01	7	6	7
5039	31305	1	0	运筹学(1)	2015-09-16	2016-01-01	7	6	7
5019	31306	1	0	建筑数学	2015-09-16	2016-01-01	7	6	7
5010	31307	1	0	电力系统分析	2015-09-16	2016-01-01	7	3	4
4995	31308	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	6	7
4978	31309	1	0	大学物理(1)(英)	2015-09-16	2016-01-01	7	8	9
4977	31311	1	0	农民学与中国传统社会	2015-09-16	2016-01-01	7	3	4
4960	31313	1	0	环境工程微生物学	2015-09-16	2016-01-01	7	10	11
4954	32101	1	0	信号与系统	2015-09-16	2016-01-01	7	1	2
4923	32102	1	0	生物化工基础	2015-09-16	2016-01-01	7	6	7
4889	32301	1	0	计算机程序设计基础	2015-09-16	2016-01-01	7	3	4
4873	32302	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	6	7
4861	33100	1	0	物理化学实验C	2015-09-16	2016-01-01	7	6	7
4760	33103	1	0	量子与统计B	2015-09-16	2016-01-01	7	3	4
4723	33104	1	0	有机化学实验B	2015-09-16	2016-01-01	7	10	11
4704	33106	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	8	9
4683	33109	1	0	房屋建筑学	2015-09-16	2016-01-01	7	3	4
4675	33110	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	8	9
4629	33111	1	0	普通生物学实验	2015-09-16	2016-01-01	7	3	4
4552	33113	1	0	高级机器学习	2015-09-16	2016-01-01	7	3	4
4540	33200	1	0	毛泽东思想和中国特色社会主义理论体系概论	2015-09-16	2016-01-01	7	8	9
4516	33201	1	0	数值分析A	2015-09-16	2016-01-01	7	10	11
4479	33202	1	0	材料力学	2015-09-16	2016-01-01	7	1	2
4468	33203	1	0	物理实验A(1)	2015-09-16	2016-01-01	7	10	11
4454	33204	1	0	材料科学与工程实验（1）	2015-09-16	2016-01-01	7	1	2
4452	33205	1	0	创业管理	2015-09-16	2016-01-01	7	10	11
4446	33206	1	0	现代西方科学哲学	2015-09-16	2016-01-01	7	1	2
4404	33207	1	0	大学物理B(1)	2015-09-16	2016-01-01	7	8	9
4399	33209	1	0	社会科学统计学入门	2015-09-16	2016-01-01	7	8	9
4363	33210	1	0	数学规划	2015-09-16	2016-01-01	7	8	9
4362	33211	1	0	电磁场与波	2015-09-16	2016-01-01	7	3	4
4335	33213	1	0	微积分A(2)	2015-09-16	2016-01-01	7	1	2
4325	33215	1	0	电机学	2015-09-16	2016-01-01	7	1	2
4319	33300	1	0	测度与积分	2015-09-16	2016-01-01	7	8	9
4318	33301	1	0	微积分A(2)	2015-09-16	2016-01-01	7	10	11
4254	33302	1	0	高等微积分(2)	2015-09-16	2016-01-01	7	8	9
4237	33303	1	0	计量经济学（1）	2015-09-16	2016-01-01	7	6	7
4231	33310	1	0	微积分B(2)	2015-09-16	2016-01-01	7	1	2
4224	33311	1	0	线性代数(2)	2015-09-16	2016-01-01	7	8	9
4210	33313	1	0	机器学习与知识发现	2015-09-16	2016-01-01	7	6	7
4183	33315	1	0	流体力学	2015-09-16	2016-01-01	7	6	7
4157	33407	1	0	线性代数(2)	2015-09-16	2016-01-01	7	3	4
4147	31101	1	0	演讲与口才实用技巧	2015-09-17	2016-01-01	7	3	4
4136	31102	1	0	中国国情与发展	2015-09-17	2016-01-01	7	1	2
4097	31103	1	0	当代科学中的哲学问题	2015-09-17	2016-01-01	7	6	7
4088	31104	1	0	国际法学	2015-09-17	2016-01-01	7	1	2
4068	31105	1	0	随机数学方法	2015-09-17	2016-01-01	7	1	2
4055	31106	1	0	控制工程基础	2015-09-17	2016-01-01	7	10	11
4032	31107	1	0	数字图像处理	2015-09-17	2016-01-01	7	6	7
4020	31108	1	0	交通工程	2015-09-17	2016-01-01	7	1	2
4004	31109	1	0	量子力学（1）	2015-09-17	2016-01-01	7	1	2
4004	31111	1	0	计算机图形学基础	2015-09-17	2016-01-01	7	3	4
3970	31113	1	0	复变函数引论	2015-09-17	2016-01-01	7	8	9
3948	31201	1	0	计算机辅助设计技术基础	2015-09-17	2016-01-01	7	3	4
3947	31202	1	0	流体力学(1)	2015-09-17	2016-01-01	7	1	2
3931	31203	1	0	面向对象程序设计基础	2015-09-17	2016-01-01	7	10	11
3924	31204	1	0	博弈论	2015-09-17	2016-01-01	7	8	9
3924	31205	1	0	制造工程基础	2015-09-17	2016-01-01	7	1	2
3893	31206	1	0	管理会计(1)	2015-09-17	2016-01-01	7	6	7
3881	31207	1	0	线性代数(2)	2015-09-17	2016-01-01	7	10	11
3864	31209	1	0	VC++面向对象与可视化程序设计	2015-09-17	2016-01-01	7	8	9
3862	31208	1	0	工程力学A	2015-09-17	2016-01-01	7	10	11
3849	31211	1	0	结构矩阵分析	2015-09-17	2016-01-01	7	8	9
3835	31213	1	0	计算机应用数学	2015-09-17	2016-01-01	7	3	4
3810	31300	1	0	媒介伦理与法规	2015-09-17	2016-01-01	7	1	2
3766	31301	1	0	检测原理	2015-09-17	2016-01-01	7	10	11
3765	31302	1	0	自然辩证法概论	2015-09-17	2016-01-01	7	8	9
3739	31303	1	0	运作管理	2015-09-17	2016-01-01	7	3	4
3727	31304	1	0	行政法案例研讨	2015-09-17	2016-01-01	7	10	11
3703	31305	1	0	计算机程序设计基础	2015-09-17	2016-01-01	7	6	7
3690	31306	1	0	创新人才与大学文化	2015-09-17	2016-01-01	7	1	2
3689	31307	1	0	英文科技论文写作与学术报告	2015-09-17	2016-01-01	7	1	2
3678	31308	1	0	分析力学	2015-09-17	2016-01-01	7	6	7
3650	31309	1	0	自然辩证法概论	2015-09-17	2016-01-01	7	3	4
3631	31311	1	0	中国马克思主义与当代	2015-09-17	2016-01-01	7	10	11
3625	31313	1	0	数字电子技术基础	2015-09-17	2016-01-01	7	8	9
3610	32101	1	0	建筑材料	2015-09-17	2016-01-01	7	10	11
3585	32102	1	0	儒家经典导读	2015-09-17	2016-01-01	7	8	9
3578	32301	1	0	离散数学方法	2015-09-17	2016-01-01	7	3	4
3572	32302	1	0	模拟集成电路分析与设计	2015-09-17	2016-01-01	7	6	7
3560	33100	1	0	复变函数引论	2015-09-17	2016-01-01	7	8	9
3549	33103	1	0	核反应堆热工水力学	2015-09-17	2016-01-01	7	3	4
3549	33104	1	0	《老子》与《论语》	2015-09-17	2016-01-01	7	10	11
3545	33106	1	0	Java语言程序设计	2015-09-17	2016-01-01	7	6	7
3545	33109	1	0	随机数学方法	2015-09-17	2016-01-01	7	8	9
3542	33110	1	0	有机化学A(1)	2015-09-17	2016-01-01	7	6	7
3530	33111	1	0	操作系统	2015-09-17	2016-01-01	7	8	9
3523	33113	1	0	中国近现代史纲要	2015-09-17	2016-01-01	7	10	11
